Summary,Issue Type,Priority,Labels,Labels,Labels,Labels,Labels,Labels,Description,ID Historia,Épica (área),Prioridad calculada,Severidad calculada,Tareas técnicas,Octubre
[H-VEN-19] Revisar las llamadas de venta grabadas y su análisis,Story,Highest,historia,ventas,p0,sev-alta,,,"*Historia:* Como founder, quiero ver en Ventas → Llamadas todas las llamadas de venta grabadas con Fathom y su análisis, para revisar cómo vende el equipo sin ir a buscar cada grabación.

*Criterios de aceptación:*
* Dada una organización con llamadas de venta grabadas, cuando abro Ventas → Llamadas, entonces veo la misma cantidad de llamadas que tiene guardadas el sistema, cada una con su análisis cuando existe.
* Si la carga falla, el error queda registrado para el equipo técnico en vez de mostrar «no hay llamadas».
* Una llamada de venta con un lead (sin cliente todavía) también tiene su análisis.

*Tareas técnicas (PENDIENTES.md):*
* [LLAMADAS-EMBED-ROTO] /sales/llamadas no muestra ninguna llamada (P0)
* [FATHOM-DEEP-ANALISIS-ALCANCE] El análisis de venta corre sobre las llamadas equivocadas (P1)

Funcionalidad: F-VEN-19 · No funciona · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-VEN-19]",H-VEN-19,Ventas,P0,Alta,LLAMADAS-EMBED-ROTO FATHOM-DEEP-ANALISIS-ALCANCE,
[H-VEN-28] Limitar por rol quién ve Ventas y los montos,Story,Highest,historia,ventas,p0,sev-alta,para-confirmar,,"*Historia:* Como founder, quiero que un miembro sin permiso de Ventas no pueda ver ni cambiar turnos, leads, cobros ni llamadas por ningún camino, para que los montos y los datos comerciales queden sólo para quien los necesita.

*Criterios de aceptación:*
* Dado un miembro con Ventas en «Sin acceso», cuando intenta por fuera de la pantalla leer o modificar turnos, leads, cobros o llamadas, entonces recibe un error de permiso y no ve ni cambia nada.
* Con Ventas en «full», todo sigue funcionando.
* Quedó decidido qué roles necesitan el permiso de Ventas para ver montos en Clientes, y los roles configurados se ajustaron a esa decisión.

*Tareas técnicas (PENDIENTES.md):*
* [PERMISOS-SERVER-ACTIONS/ventas] (parte Ventas) Las actions del área no miran el rol (P1)
* [PERMISOS-SERVER-ACTIONS] Los permisos por módulo no protegen datos, sólo pantallas (P0)
* [COBROS-AVISAR-PERMISOS] Quien no tiene Ventas deja de ver montos en Clientes (P1)

*Para confirmar:*
* Agustín: qué roles (por ejemplo, quien lleva la cuenta del cliente) tienen que ver montos en Clientes aunque no trabajen en Ventas.
* ---

Funcionalidad: F-VEN-28 · Con fallas · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-VEN-28]",H-VEN-28,Ventas,P0,Alta,PERMISOS-SERVER-ACTIONS/ventas PERMISOS-SERVER-ACTIONS COBROS-AVISAR-PERMISOS,
[H-CLI-03] Cargar clientes en bloque desde una planilla sin perder datos,Story,High,historia,clientes,p1,sev-media,para-confirmar,,"*Historia:* Como miembro del equipo, quiero cargar muchos clientes de una vez desde una planilla CSV o Excel con todos sus datos, incluido el mail, para no tener que darlos de alta uno por uno ni completarlos después a mano.

*Criterios de aceptación:*
* Dada una planilla con una columna de mail, cuando la cargo con «Cargar clientes», entonces cada cliente creado queda con su mail en la ficha.
* Dada una planilla con montos con punto decimal, filas vacías o un título en la primera fila, cuando la cargo, entonces los montos se guardan con el valor correcto y las filas vacías se ignoran (queda comprobado con pruebas automáticas).
* Si una fila tiene un error, se informa cuál es y no se carga ninguna (como hoy).

*Tareas técnicas (PENDIENTES.md):*
* [CLIENTES-SIN-MAIL] Los clientes viejos no tienen mail (P1)
* [T-3] Tests de parse-client-import.ts y excel-parser.ts (P1)

*Para confirmar:*
* Agustín: ¿la planilla de «Cargar clientes» tiene que aceptar una columna de mail? La tarea sólo dice que hoy no la tiene; si no se quiere, este criterio sale.
* Agustín: de dónde se completan los mails de los clientes viejos (import, leads de ventas o pagos).

Funcionalidad: F-CLI-03 · Con fallas · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-CLI-03]",H-CLI-03,Clientes,P1,Media,CLIENTES-SIN-MAIL T-3,
[H-CLI-04] Importar clientes desde Excel con montos y fechas reales,Story,High,historia,clientes,p1,sev-alta,,,"*Historia:* Como miembro del equipo con acceso a Integraciones, quiero importar clientes desde un Excel y que se guarden con el monto, la fecha y el mail que dice la planilla, para que la facturación, los vencimientos de planes y el cruce con grabaciones y pagos salgan de datos ciertos.

*Criterios de aceptación:*
* Dado un Excel con montos escritos «1.500», «1.500,00» y «1,500.00», cuando lo importo, entonces los tres clientes quedan con 1500.
* Dada una fila con un monto o una fecha que no se entiende (o sin fecha), cuando importo, entonces esa fila aparece como error y no se crea un cliente con monto 0 ni con la fecha de hoy.
* Dada una fila con columna Email, cuando importo, entonces el cliente queda con ese mail guardado.
* Con más de 1.000 clientes ya cargados, un cliente que ya existe con el mismo nombre no se duplica.

*Tareas técnicas (PENDIENTES.md):*
* [CLIENTES-IMPORT-EXCEL-MONTOS] El import de Excel inventa montos y fechas *(nuevo; viene de la auditoría §3 «Dinero y datos»)* (P1)
* [CLIENTES-SIN-MAIL] Los clientes viejos no tienen mail (P1)
* [T-3] Tests de parse-client-import.ts y excel-parser.ts (P1)
* [CLIENTES-TECHO-1000] Lecturas del área sin paginar *(nuevo; instancia de la auditoría §3 Confiabilidad 2)* (P2)

Funcionalidad: F-CLI-04 · Con fallas · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-CLI-04]",H-CLI-04,Clientes,P1,Alta,CLIENTES-IMPORT-EXCEL-MONTOS CLIENTES-SIN-MAIL T-3 CLIENTES-TECHO-1000,
[H-CLI-05] Ver en la tabla de clientes la misma fase que en la ficha,Story,High,historia,clientes,p1,sev-media,,,"*Historia:* Como miembro del equipo, quiero que la tabla de clientes muestre la fase real de cada uno y a todos los clientes aunque la cartera crezca, para revisar el avance de la cartera sin tener que abrir ficha por ficha.

*Criterios de aceptación:*
* Dado un cliente con un hito registrado en una fase temprana y la fase fijada a mano en una más avanzada, cuando abro la tabla de Clientes, entonces veo la misma fase (nombre, color y «n de m») que en su ficha.
* Dada una organización con más de 1.000 clientes, tareas o hitos, cuando abro la tabla, entonces aparecen todos los clientes y la próxima tarea y la fase de cada uno salen completas.
* Se hizo la pasada por pantalla con una sesión real (fase, próxima tarea, satisfacción, columnas configurables y filtros) y el resultado quedó anotado.

*Tareas técnicas (PENDIENTES.md):*
* [CLIENTES-ETAPA-TABLA-VS-FICHA] La tabla ignora la fase manual cuando hay una derivada *(nuevo)* (P1)
* [CLIENTES-TECHO-1000] Lecturas del área sin paginar *(nuevo; instancia de la auditoría §3 Confiabilidad 2)* (P2)
* [AVISO-Y-SATISFACCION-SIN-PROBAR] , [C0-PROBAR-PANTALLA], [C1-PROBAR-PANTALLA], [C2-PROBAR-FICHA], [TRACKERS-PROBAR-CON-SESION], [CLIENTES-VER-CON-DATOS], [FICHA-VER-CON-DATOS] Pasadas por pantalla con sesión real (P2)

Funcionalidad: F-CLI-05 · Con fallas · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-CLI-05]",H-CLI-05,Clientes,P1,Media,CLIENTES-ETAPA-TABLA-VS-FICHA CLIENTES-TECHO-1000 AVISO-Y-SATISFACCION-SIN-PROBAR,
[H-CLI-12] Llegar a las grabaciones sin asignar y dejar que el sistema reconozca a los clientes,Story,High,historia,clientes,p1,sev-alta,para-confirmar,,"*Historia:* Como miembro del equipo, quiero encontrar desde la lista de clientes las grabaciones de Fathom que el sistema no pudo asignar y cargar una sola vez los datos de los clientes desde el CRM, para que las sesiones 1-1 lleguen a la ficha correcta y la «Última 1-1» esté al día.

*Criterios de aceptación:*
* Dada la lista de Clientes en computadora, cuando hay grabaciones sin asignar, entonces veo un acceso a «Llamadas sin asociar» con la cantidad pendiente y me lleva a esa pantalla.
* El aviso de «Última 1-1» que dice «Confirmalo en Llamadas sin asociar» es un link a esa pantalla.
* Se apretó «Cargar identidades desde el CRM» con la cuenta real, el sistema quedó con los datos de los clientes cargados y quedó anotado cuántas grabaciones pasaron a asignarse solas y cuántas se asignaron mal por nombre.

*Tareas técnicas (PENDIENTES.md):*
* [CLIENTES-PENDING-CALLS-HUERFANA] «Llamadas sin asociar» no tiene link en la navegación *(nuevo)* (P1)
* [B-SEMBRAR-IDENTIDADES] / [1-1-SEMBRAR-Y-MEDIR] client_identities sigue vacía (P1)

*Para confirmar:*
* Martín: esta funcionalidad es la misma pantalla que F-VEN-25 (Ventas); conviene decidir si se cargan como una sola historia.

Funcionalidad: F-CLI-12 · Con fallas · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-CLI-12]",H-CLI-12,Clientes,P1,Alta,CLIENTES-PENDING-CALLS-HUERFANA B-SEMBRAR-IDENTIDADES,
"[H-CLI-26] Que cada creador complete su onboarding por un link, sin cuenta",Story,High,historia,clientes,p1,sev-media,para-confirmar,,"*Historia:* Como miembro del equipo, quiero generar un link de onboarding para cada creador y que lo que complete llene su ficha, para dejar de usar el formulario viejo y tener sus respuestas con historial dentro de Limitless.

*Criterios de aceptación:*
* Probado con la organización real que tiene el add-on (formulario de 86 preguntas cargado, link por creador, completado en una ventana sin sesión) y el resultado quedó anotado; si algo falló, se abrió una tarea nueva.
* Dado un link de un creador, cuando el creador completa el formulario y lo envía, entonces sus respuestas aparecen en su ficha, con quién lo completó en el historial y «Onboarding completado» en la línea de tiempo.
* Si se cambia una letra del link o se desactiva, el formulario dice que no está activo.
* El equipo fue avisado de que el formulario viejo queda reemplazado y que sus respuestas no se importan.

*Tareas técnicas (PENDIENTES.md):*
* [ONBOARDING-CLIENTES-PROBAR] Probar el onboarding de clientes en producción (P1)

*Para confirmar:*
* Agustín: ¿hace falta un aviso (Discord o mail) cuando un creador termina el onboarding para dar esto por bueno? Hoy sólo aparece en la bandeja y la línea de tiempo (lo agrupa la tarea ONBOARDING-CLIENTES-RESTO, que no se incluyó por ser alcance nuevo).

Funcionalidad: F-CLI-26 · Sin verificar · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-CLI-26]",H-CLI-26,Clientes,P1,Media,ONBOARDING-CLIENTES-PROBAR,
[H-CLI-27] Recibir onboardings por un link general y asignarlos al cliente correcto,Story,High,historia,clientes,p1,sev-media,para-confirmar,,"*Historia:* Como miembro del equipo, quiero compartir un único link de onboarding y después asignar cada respuesta que llega al creador que corresponde (o crearlo), para no tener que generar un link por persona antes de que complete el formulario.

*Criterios de aceptación:*
* Probado con la organización real que tiene el add-on (link general, bandeja «sin asignar», asignar, crear cliente nuevo y descartar) y el resultado quedó anotado; si algo falló, se abrió una tarea nueva.
* Dado un envío por el link general, cuando llega, entonces aparece «1 sin asignar» y ninguna ficha cambia hasta que alguien lo asigna.
* Cuando lo asigno a un creador existente, sus respuestas caen en su ficha y sale de la bandeja; cuando elijo «Cliente nuevo», se crea el cliente; cuando lo descarto, sale sin tocar nada.

*Tareas técnicas (PENDIENTES.md):*
* [ONBOARDING-CLIENTES-PROBAR] Probar el onboarding de clientes en producción (P1)

*Para confirmar:*
* Agustín: al crear el cliente desde la bandeja queda con monto 0 hasta que alguien lo complete; confirmar que es lo esperado.
* ---

Funcionalidad: F-CLI-27 · Sin verificar · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-CLI-27]",H-CLI-27,Clientes,P1,Media,ONBOARDING-CLIENTES-PROBAR,
[H-DIS-01] Conectar el servidor de Discord de mi comunidad,Story,High,historia,discord,p1,sev-media,para-confirmar,,"*Historia:* Como founder, quiero conectar el servidor de Discord de mis alumnos desde Integraciones, para que la plataforma empiece a leer la actividad de mis clientes.

*Criterios de aceptación:*
* Probado con una cuenta real de Discord y el resultado quedó anotado: desde Integraciones instalo el bot, vuelvo a la plataforma y el servidor queda asociado a mi organización.
* El bot que queda instalado es el que está al día con el código actual (su despliegue apunta al repositorio vigente).
* Antes de instalarlo en el servidor de un cliente, está decidido cuánto tiempo se guardan los mensajes y qué aviso ve la comunidad.

*Tareas técnicas (PENDIENTES.md):*
* [DISCORD-SIN-PROBAR] Canales, equipo, sugerencias y atribución sin probar (P1)
* [REPO-RENOMBRADO-DEPLOYS] Railway tras el renombre del repo (P2)
* [E-RETENCION] Retención de mensajes de terceros en Discord (P1)

*Para confirmar:*
* Martín: la prueba manual de Discord arranca con el servidor ya conectado; sumar el paso de conexión al probarla.

Funcionalidad: F-DIS-01 · Sin verificar · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-DIS-01]",H-DIS-01,Discord,P1,Media,DISCORD-SIN-PROBAR REPO-RENOMBRADO-DEPLOYS E-RETENCION,
[H-DIS-03] Elegir qué canales se leen y de quién es cada uno,Story,High,historia,discord,p1,sev-media,,,"*Historia:* Como founder, quiero elegir qué canales de mi servidor se leen y marcar cada uno como comunitario, de un cliente o de logros, para que la actividad se asigne bien y el ruido del equipo quede afuera.

*Criterios de aceptación:*
* Probado con una cuenta real de Discord y el resultado quedó anotado: los canales leídos aparecen como ""Comunitario"", los de logros con la marca ""Logros"", y al sacar un canal deja de leerse.
* Dado un canal marcado ""De un cliente"" con un solo dueño, cuando alguien no asociado escribe ahí, entonces cuenta como actividad de ese cliente.
* Dado un miembro sin acceso completo a Integraciones, cuando intenta cambiar la configuración de canales (incluso por fuera de la pantalla), entonces recibe un error de permiso.

*Tareas técnicas (PENDIENTES.md):*
* [DISCORD-SIN-PROBAR] Canales, equipo, sugerencias y atribución sin probar (P1)
* [DISCORD-PERMISOS] Configuración de Discord abierta a cualquier miembro (P2)

Funcionalidad: F-DIS-03 · Sin verificar · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-DIS-03]",H-DIS-03,Discord,P1,Media,DISCORD-SIN-PROBAR DISCORD-PERMISOS,
[H-DIS-04] Que los canales nuevos de clientes se empiecen a leer solos,Story,High,historia,discord,p1,sev-media,para-confirmar,,"*Historia:* Como founder, quiero que cuando creo un canal para un cliente nuevo (por ejemplo ""cliente-juan"") se empiece a leer solo y el bot le pida vincularse, para no tener que configurarlo a mano cada vez.

*Criterios de aceptación:*
* Probado con una cuenta real de Discord y el resultado quedó anotado: al crear un canal cuyo nombre empieza con el patrón configurado, aparece como canal leído en la pantalla de Discord.
* Si el bot puede hablar, en ese canal nuevo saluda pidiendo {{!vincular}}; un canal con otro nombre no se empieza a leer.

*Tareas técnicas (PENDIENTES.md):*
* [DISCORD-SIN-PROBAR] Canales, equipo, sugerencias y atribución sin probar (P1)

*Para confirmar:*
* Martín: la prueba manual de Discord no tiene un paso para el canal nuevo; sumarlo.

Funcionalidad: F-DIS-04 · Sin verificar · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-DIS-04]",H-DIS-04,Discord,P1,Media,DISCORD-SIN-PROBAR,
[H-DIS-05] Que los mensajes de Discord queden guardados a nombre de cada cliente,Story,High,historia,discord,p1,sev-media,para-confirmar,,"*Historia:* Como founder, quiero que lo que escriben mis alumnos en los canales leídos quede guardado a nombre de cada cliente y que lo que escribe mi equipo no se cuente, para ver la actividad real de cada uno.

*Criterios de aceptación:*
* Probado con una cuenta real de Discord y el resultado quedó anotado: un mensaje en un canal leído queda guardado con su texto completo.
* Dado un alumno vinculado, cuando escribe, entonces el mensaje aparece en su ficha; dado alguien del equipo, su mensaje no se asigna a nadie.
* Los mensajes más viejos que el plazo de guardado decidido se borran solos.
* Hay pruebas automáticas de cómo el bot decide a qué cliente asignar cada mensaje.

*Tareas técnicas (PENDIENTES.md):*
* [DISCORD-SIN-PROBAR] Canales, equipo, sugerencias y atribución sin probar (P1)
* [E-RETENCION] Retención de mensajes de terceros en Discord (P1)
* [DISCORD-BOT-SIN-TESTS] El bot no tiene tests (nuevo) (P2)

*Para confirmar:*
* Agustín: ¿cuánto tiempo se guardan los mensajes de Discord?

Funcionalidad: F-DIS-05 · Sin verificar · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-DIS-05]",H-DIS-05,Discord,P1,Media,DISCORD-SIN-PROBAR E-RETENCION DISCORD-BOT-SIN-TESTS,
[H-DIS-06] Que un alumno se vincule a su ficha sin poder hacerse pasar por otro,Story,High,historia,discord,p1,sev-media,para-confirmar,,"*Historia:* Como alumno en Discord, quiero vincularme a mi ficha escribiendo {{!vincular}} con mi email, para que mi actividad y mis logros cuenten a mi nombre y no al de otro.

*Criterios de aceptación:*
* Dado que alguien escribe {{!vincular}} con el email de otro alumno, entonces no se vincula directo: queda pendiente en el buzón (o de confirmar por mail).
* Un nombre de Discord parecido al de un cliente ya no lo vincula automáticamente.
* Dado un vínculo que se confirma, entonces los mensajes que esa persona escribió antes aparecen en la ficha del cliente (en el momento o al día siguiente).
* Hay pruebas automáticas de los casos de {{!vincular}}.

*Tareas técnicas (PENDIENTES.md):*
* [DISCORD-VINCULAR-EMAIL-AJENO] !vincular acepta el email de otro alumno (nuevo, amplía auditoría §3.10) (P1)
* [DISCORD-VINCULO-SIN-REATRIBUIR] Resolver el buzón no reasigna los mensajes viejos (nuevo) (P1)
* [DISCORD-BOT-SIN-TESTS] El bot no tiene tests (nuevo) (P2)

*Para confirmar:*
* Agustín: ¿un {{!vincular}} con email correcto pasa por el buzón del founder o se confirma con un mail al alumno?

Funcionalidad: F-DIS-06 · Con fallas · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-DIS-06]",H-DIS-06,Discord,P1,Media,DISCORD-VINCULAR-EMAIL-AJENO DISCORD-VINCULO-SIN-REATRIBUIR DISCORD-BOT-SIN-TESTS,
[H-DIS-07] Resolver las vinculaciones pendientes desde un buzón,Story,High,historia,discord,p1,sev-media,,,"*Historia:* Como founder, quiero resolver desde un buzón los {{!vincular}} que no encontraron cliente, asignándolos a mano o descartándolos, para que toda la actividad de mis alumnos quede en su ficha.

*Criterios de aceptación:*
* Dado un pendiente en el buzón, cuando lo asigno a un cliente, entonces en la ficha de ese cliente aparecen también los mensajes que esa persona escribió antes del vínculo; probado con un servidor real y anotado.
* Dado un miembro sin acceso completo a Integraciones, cuando intenta resolver el buzón (incluso por fuera de la pantalla), entonces recibe un error de permiso.

*Tareas técnicas (PENDIENTES.md):*
* [DISCORD-VINCULO-SIN-REATRIBUIR] Resolver el buzón no reasigna los mensajes viejos (nuevo) (P1)
* [DISCORD-PERMISOS] Configuración de Discord abierta a cualquier miembro (P2)

Funcionalidad: F-DIS-07 · Con fallas · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-DIS-07]",H-DIS-07,Discord,P1,Media,DISCORD-VINCULO-SIN-REATRIBUIR DISCORD-PERMISOS,
[H-DIS-08] Asociar a quienes escriben sin estar vinculados,Story,High,historia,discord,p1,sev-media,,,"*Historia:* Como founder, quiero ver quién escribió en cada canal sin estar asociado, con una sugerencia de a qué cliente o persona del equipo corresponde, para asociarlo con un clic y que sus mensajes viejos pasen a su ficha.

*Criterios de aceptación:*
* Probado con una cuenta real de Discord y el resultado quedó anotado: en ""Quiénes escribieron acá"" aparecen los nombres con su sugerencia y nivel de certeza.
* Dado alguien sin asociar, cuando lo asocio a un cliente, entonces sus mensajes anteriores aparecen en la ficha; cuando lo marco como equipo, baja el contador de ""sin asociar"".
* Dado un miembro sin acceso completo a Integraciones, cuando intenta asociar personas (incluso por fuera de la pantalla), entonces recibe un error de permiso.

*Tareas técnicas (PENDIENTES.md):*
* [DISCORD-SIN-PROBAR] Canales, equipo, sugerencias y atribución sin probar (P1)
* [DISCORD-PERMISOS] Configuración de Discord abierta a cualquier miembro (P2)

Funcionalidad: F-DIS-08 · Sin verificar · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-DIS-08]",H-DIS-08,Discord,P1,Media,DISCORD-SIN-PROBAR DISCORD-PERMISOS,
[H-DIS-09] Ver la actividad de Discord de cada cliente y quién se quedó callado,Story,High,historia,discord,p1,sev-media,,,"*Historia:* Como miembro del equipo, quiero ver en la ficha y en la lista de clientes su actividad en Discord y una alerta cuando llevan 14 días sin escribir, para contactar a tiempo a los que se están enfriando.

*Criterios de aceptación:*
* Probado con una cuenta real de Discord y el resultado quedó anotado: la ficha y la lista muestran los mensajes y la última actividad de cada cliente.
* Dado un cliente que no escribe hace 14 días, entonces aparece la alerta de silencio; un mensaje en su canal escrito por otra persona no la apaga.
* Dado un cliente vinculado después de haber escrito, entonces su actividad anterior también se ve en la ficha.

*Tareas técnicas (PENDIENTES.md):*
* [DISCORD-SIN-PROBAR] Canales, equipo, sugerencias y atribución sin probar (P1)
* [DISCORD-VINCULO-SIN-REATRIBUIR] Resolver el buzón no reasigna los mensajes viejos (nuevo) (P1)

Funcionalidad: F-DIS-09 · Sin verificar · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-DIS-09]",H-DIS-09,Discord,P1,Media,DISCORD-SIN-PROBAR DISCORD-VINCULO-SIN-REATRIBUIR,
[H-DIS-10] Recibir los testimonios de Discord como casos de éxito,Story,High,historia,discord,p1,sev-media,para-confirmar,,"*Historia:* Como founder, quiero que los testimonios que mis alumnos escriben en los canales de logros me aparezcan como propuestas de casos de éxito, para aprovecharlos sin tener que leer todo el servidor.

*Criterios de aceptación:*
* Probado con una cuenta real de Discord y el resultado quedó anotado: un mensaje de logro de un alumno en un canal de logros aparece como candidato en Clientes → Wins y se puede aceptar.
* Un mensaje del equipo (por ejemplo ""felicitaciones"") o uno en un canal que no es de logros no genera candidato.
* Hay pruebas automáticas del filtro que decide qué mensaje es un testimonio.

*Tareas técnicas (PENDIENTES.md):*
* [DISCORD-SIN-PROBAR] Canales, equipo, sugerencias y atribución sin probar (P1)
* [DISCORD-BOT-SIN-TESTS] El bot no tiene tests (nuevo) (P2)

*Para confirmar:*
* Martín: la prueba manual de Discord no tiene un paso para testimonios; sumarlo.

Funcionalidad: F-DIS-10 · Sin verificar · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-DIS-10]",H-DIS-10,Discord,P1,Media,DISCORD-SIN-PROBAR DISCORD-BOT-SIN-TESTS,
[H-DIS-13] Poner el bot en modo silencioso,Story,High,historia,discord,p1,sev-media,para-confirmar,,"*Historia:* Como founder, quiero que el bot pueda leer mi servidor sin escribir nada, para medir la actividad de mis alumnos sin que se note su presencia.

*Criterios de aceptación:*
* Probado con una cuenta real de Discord y el resultado quedó anotado: con el modo silencioso activo, el bot no saluda en canales nuevos ni responde a {{!vincular}}.
* Con el modo silencioso activo, los mensajes se siguen guardando y asignando igual que antes.

*Tareas técnicas (PENDIENTES.md):*
* [DISCORD-SIN-PROBAR] Canales, equipo, sugerencias y atribución sin probar (P1)

*Para confirmar:*
* Martín: la prueba manual de Discord no tiene un paso para el modo silencioso; sumarlo.

Funcionalidad: F-DIS-13 · Sin verificar · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-DIS-13]",H-DIS-13,Discord,P1,Media,DISCORD-SIN-PROBAR,
[H-EMB-07] Ver los KPIs de plata de cada embudo con números propios,Story,High,historia,embudos-y-lanzamientos,p1,sev-alta,para-confirmar,,"*Historia:* Como founder, quiero ver el CAC, ROAS, costo y ganancia por lead, ticket promedio y LTV de cada embudo con la plata y el gasto que le corresponden a ese embudo, para decidir dónde poner la inversión sin confundir un embudo con el negocio entero.

*Criterios de aceptación:*
* Mientras no esté definido cómo se reparte la plata entre embudos, el detalle del embudo aclara que el gasto, la facturación y los KPIs de dinero son ""de toda la organización"".
* Una vez definido, dados dos embudos de la misma empresa configurados con productos o cuentas publicitarias distintas, cada uno muestra gasto y facturación distintos.
* Dados cobros en dos monedas distintas, el embudo no los suma como si fueran la misma: toma sólo los de su moneda (o los convierte) y avisa que hay montos en otra moneda.
* Los KPIs se probaron con cuentas reales de Meta, Hyros, Whop y Commas y el resultado quedó anotado.

*Tareas técnicas (PENDIENTES.md):*
* [EMBUDOS-MEDIDAS-POR-EMBUDO] Dinero y anuncios son de la org entera en todos los embudos (P1)
* [EMBUDOS-MONEDAS] Montos de distintas monedas se suman (P2)
* [EMBUDOS-CUENTAS-REALES] Conectar las cuentas y correr la verificación 🔴 (P1)

*Para confirmar:*
* Agustín: cómo se asignan cobros y gasto a cada embudo (por producto de Whop/Commas, por campaña o cuenta de Meta, por cuenta de Hyros).
* Agustín: con varias monedas, ¿alcanza con filtrar por la moneda del embudo o hace falta convertir? (si se convierte, de dónde sale la cotización).

Funcionalidad: F-EMB-07 · Con fallas · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-EMB-07]",H-EMB-07,Embudos y Lanzamientos,P1,Alta,EMBUDOS-MEDIDAS-POR-EMBUDO EMBUDOS-MONEDAS EMBUDOS-CUENTAS-REALES,
[H-EMB-09] Que la lista de herramientas faltantes diga la verdad,Story,High,historia,embudos-y-lanzamientos,p1,sev-baja,,,"*Historia:* Como founder, quiero que la lista de herramientas del estándar en Embudos me diga correctamente qué tengo cubierto y qué me falta, para no dejar de conectar algo que sí está integrado ni creer que tengo algo que no alimenta los embudos.

*Criterios de aceptación:*
* Dado que entro a Embudos o a configurar un embudo, la nota de GoHighLevel ya no dice que los pipelines y oportunidades no están integrados.
* El cobro (checkout) figura como disponible vía Whop y Commas, y aclara que Stripe y Mercado Pago no alimentan los embudos.
* Las pruebas automáticas de esa lista reflejan los estados nuevos y pasan.

*Tareas técnicas (PENDIENTES.md):*
* [EMBUDOS-INSTRUMENTATION-DESACTUALIZADA] Texto visible en /funnels que dice cosas falsas (P1)

Funcionalidad: F-EMB-09 · Con fallas · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-EMB-09]",H-EMB-09,Embudos y Lanzamientos,P1,Baja,EMBUDOS-INSTRUMENTATION-DESACTUALIZADA,
[H-EMB-12] Que el gasto de anuncios de cada día quede guardado solo,Story,High,historia,embudos-y-lanzamientos,p1,sev-alta,,,"*Historia:* Como founder, quiero que todas las noches se guarde el gasto, alcance, impresiones y clicks del día anterior de cada anuncio de Meta, para tener la historia de lo invertido sin depender de mirar Meta todos los días.

*Criterios de aceptación:*
* Probado con una cuenta real de Zernio con anuncios activos y el resultado quedó anotado: los valores guardados de un día coinciden con los de Meta y correr dos veces el mismo día no duplica nada.
* Si la captura falla para alguna empresa, la corrida nocturna queda marcada como fallida (y el error se ve en el monitoreo), en vez de figurar como exitosa.

*Tareas técnicas (PENDIENTES.md):*
* [EMBUDOS-CUENTAS-REALES] Conectar las cuentas y correr la verificación 🔴 (P1)
* [EMBUDOS-CRON-ERRORES] ghl-sync sigue devolviendo ok con ceros cuando falla una org (P2)

Funcionalidad: F-EMB-12 · Sin verificar · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-EMB-12]",H-EMB-12,Embudos y Lanzamientos,P1,Alta,EMBUDOS-CUENTAS-REALES EMBUDOS-CRON-ERRORES,
[H-EMB-13] Contar los comentarios como disparadores del embudo DM,Story,High,historia,embudos-y-lanzamientos,p1,sev-alta,para-confirmar,,"*Historia:* Como founder, quiero que los comentarios que recibo en mis cuentas conectadas a Zernio cuenten como disparadores del embudo DM, para medir cuánta gente arranca la conversación desde una publicación.

*Criterios de aceptación:*
* Probado con una cuenta real de Zernio con comentarios y el resultado quedó anotado: el paso de disparadores muestra un número cuando el período tiene comentarios.
* Dado un período viejo (fuera de lo que Zernio devuelve) o Zernio desconectado, el paso muestra ""sin datos"" y no un cero.

*Tareas técnicas (PENDIENTES.md):*
* [EMBUDOS-CUENTAS-REALES] Conectar las cuentas y correr la verificación 🔴 (P1)

*Para confirmar:*
* Agustín: hoy se cuentan los comentarios de todas las cuentas conectadas, sin separar por red; ¿está bien así o cada embudo debería elegir qué cuenta cuenta?

Funcionalidad: F-EMB-13 · Sin verificar · docs/FUNCIONAL.md · Fuente: docs/backlog/historias.md [H-EMB-13]",H-EMB-13,Embudos y Lanzamientos,P1,Alta,EMBUDOS-CUENTAS-REALES,
