Summary,Issue Type,Priority,Labels,Labels,Labels,Labels,Labels,Description,ID Limitless,Área,Prioridad Limitless,Tipo Limitless
[EMBUDOS-MEDIDAS-POR-EMBUDO] Dinero y anuncios son de la org entera en todos los embudos,Bug,High,embudos,p1,bug,decision-de-negocio,,"*Tipo:* bug / decisión de negocio

*Estado verificado:* {{resolveOrgMeasures}} ({{lib/funnels/resolve.ts}}) lee {{payment_orders}}, {{payment_transactions}}, {{ad_metrics_daily}} y Hyros filtrando sólo por {{organization_id}}. {{funnel_instances.product_id}}, {{price_point}} y {{currency}} no se usan para filtrar. Dos embudos de la misma org muestran el mismo spend, revenue, CAC, ROAS, EPL, CPL, AOV y LTV. Contradice la decisión 1 de la spec (varias instancias por oferta). {{PLAN_VERIFICACION §12}} lo reconoce en una línea (""el spend es de la org entera"").

*Qué hay que hacer:* decidir cómo se asigna dinero y spend a un embudo (producto de Whop/Commas, campaña/cuenta de Meta, cuenta de Hyros) y agregar esos filtros como config de la instancia; mientras tanto, rotular en la UI que esas cifras son de toda la org.

*Criterio de aceptación:* Agustín decidió cómo se asignan cobros y gasto a cada embudo (producto de Whop/Commas, campaña o cuenta de Meta, cuenta de Hyros) y la decisión quedó registrada en docs/areas/embudos.md; mientras no esté implementado, el detalle del embudo rotula el gasto, la facturación y los KPIs de dinero como 'de toda la organización'; una vez implementado, dos embudos de la misma org con filtros distintos muestran gasto y revenue distintos

*Dónde:* {{apps/web/lib/funnels/resolve.ts}}, {{apps/web/app/(platform)/funnels/[funnelId]/page.tsx}}, {{components/funnels/funnel-kpi-panel.tsx}}.

Fuente: PENDIENTES.md [EMBUDOS-MEDIDAS-POR-EMBUDO] · Doc del área: docs/areas/embudos.md",EMBUDOS-MEDIDAS-POR-EMBUDO,Embudos y Lanzamientos,P1,bug / decisión de negocio
[EMBUDOS-INSTRUMENTATION-DESACTUALIZADA] Texto visible en /funnels que dice cosas falsas,Bug,High,embudos,p1,bug,,,"*Tipo:* bug

*Estado verificado:* {{INSTRUMENTATION_TOOLS}} en {{lib/funnels/instrumentation.ts}} se muestra en {{/funnels}} ({{blockingTools()}} → {{otcNote}}). La nota de {{crm_pipeline}} dice que GHL ""NO consume /opportunities ni /pipelines"" (existen {{lib/ghl/sync-pipelines.ts}} y el webhook). La de {{checkout}} dice ""Cubierto por Stripe y Mercado Pago"" con estado {{equivalent}}, pero el resolver sólo lee Whop/Commas ({{payment_orders}}): los datos de Stripe/MP no llegan a ningún embudo. Hoy en pantalla se ve sólo la nota de GHL ({{partial}}): {{blockingTools()}} filtra {{missing}}/{{partial}}, así que la de checkout ({{equivalent}}) está mal pero no se muestra (revisado 2026-09-23). También el comentario de {{DEFAULT_DM_BINDINGS}} dice que no hay fuente de disparadores (existe {{zernio_comment_triggers}}).

*Qué hay que hacer:* corregir {{otcStatus}}/{{otcNote}} de GHL y checkout (checkout = {{available}} vía Whop/Commas, aclarando que Stripe/MP no alimentan embudos), actualizar el comentario, y ajustar {{instrumentation.test.ts}} si fija esos estados.

*Criterio de aceptación:* La lista de herramientas de /funnels ya no dice que GHL 'no consume /opportunities ni /pipelines'; checkout figura como disponible vía Whop/Commas y aclara que Stripe y Mercado Pago no alimentan los embudos; instrumentation.test.ts refleja esos estados y los tests pasan

*Dónde:* {{apps/web/lib/funnels/instrumentation.ts}}, {{apps/web/lib/funnels/sources.ts}}.

Fuente: PENDIENTES.md [EMBUDOS-INSTRUMENTATION-DESACTUALIZADA] · Doc del área: docs/areas/embudos.md",EMBUDOS-INSTRUMENTATION-DESACTUALIZADA,Embudos y Lanzamientos,P1,bug
[EMBUDOS-CUENTAS-REALES] Conectar las cuentas y correr la verificación 🔴,Task,High,embudos,p1,verificacion-manual,,,"*Tipo:* verificación manual

*Estado verificado:* ninguna de las 10 unidades (I-1 a I-10) tiene evidencia en CHANGES.md de haberse probado con una cuenta real. Todas las migraciones están aplicadas en producción.

*Qué hay que hacer:* conseguir API key de WebinarJam, cuenta de Hyros con API, sub-cuenta GHL de prueba, cuentas Whop/Commas, VTurb; correr {{docs/operacion/verificacion-manual.md}} § Embudos y Lanzamientos.

*Criterio de aceptación:* Se ejecutaron los bloques V1 a V11 de verificacion-manual.md § Embudos y Lanzamientos con cuentas reales de WebinarJam, Hyros, GHL, Whop, Commas y VTurb, y el resultado de cada bloque quedó anotado; por cada falla se abrió un ítem nuevo en PENDIENTES.md

*Dónde:* {{docs/archivo/PLAN_VERIFICACION.md}} §1–12 (condensado en {{docs/operacion/verificacion-manual.md}} § Embudos).

Fuente: PENDIENTES.md [EMBUDOS-CUENTAS-REALES] · Doc del área: docs/areas/embudos.md",EMBUDOS-CUENTAS-REALES,Embudos y Lanzamientos,P1,verificación manual
[EMBUDOS-GHL-ENTREGA] Cerrar cómo llegan los webhooks de oportunidades de GHL,Task,High,embudos,p1,verificacion-manual,,,"*Tipo:* verificación manual

*Estado verificado:* {{app/api/webhooks/ghl/route.ts}} acepta firma Ed25519/RSA o secreto por org; el payload del Workflow no está documentado (se buscó en {{docs/external-apis/gohighlevel/}}). Si el Workflow no manda {{type: Opportunity*}}, la ruta descarta todo con 200 {{ignored}} sin guardar nada.

*Qué hay que hacer:* armar el Workflow en una sub-cuenta, mirar el crudo, confirmar {{type}}, id de oportunidad, {{pipelineStageId}} y {{webhookId}}. Si no hay {{pipelineStageId}}, priorizar {{[FEAT-GHL-OAUTH]}}.

*Criterio de aceptación:* Se armó el Workflow de GHL en una sub-cuenta, se movió una oportunidad y quedó anotado el payload crudo recibido (type, id de oportunidad, pipelineStageId, webhookId); el evento quedó guardado en ghl_webhook_events en vez de descartarse como 'ignored'; si no llega pipelineStageId, se abrió o se priorizó FEAT-GHL-OAUTH

*Dónde:* {{apps/web/lib/ghl/opportunity-event.ts}}, {{apps/web/app/api/webhooks/ghl/route.ts}}.

Fuente: PENDIENTES.md [EMBUDOS-GHL-ENTREGA] · Doc del área: docs/areas/embudos.md",EMBUDOS-GHL-ENTREGA,Embudos y Lanzamientos,P1,verificación manual
[WEBINARJAM-API-KEY] Pedir la API key de WebinarJam 🔴,Task,High,embudos,p1,decision-de-negocio,,,"*Tipo:* decisión de negocio (trámite externo)

*Estado verificado:* integración construida ({{lib/webinarjam/*}}); sin key no hay datos para 3 pasos del embudo Webinar.

*Qué hay que hacer:* pedir la key con {{docs/external-apis/webinarjam/15370143-apply-for-an-api-key-for-webinarjam-or-everwebinar.md}}; después cargar {{pitch_second}} por webinar.

*Criterio de aceptación:* Agustín decidió pedir la API key de WebinarJam, la pidió, y la decisión quedó registrada en PENDIENTES.md; la key está cargada en /integrations → WebinarJam y la conexión trae los webinars; cada webinar a usar tiene cargado su segundo del pitch

*Dónde:* {{/integrations}} → WebinarJam.

Fuente: PENDIENTES.md [WEBINARJAM-API-KEY] · Doc del área: docs/areas/embudos.md",WEBINARJAM-API-KEY,Embudos y Lanzamientos,P1,decisión de negocio (trámite externo)
[EMBUDOS-PAGOS-VERIFICAR] Verificar el mapeo de Whop y Commas contra eventos reales,Task,High,embudos,p1,verificacion-manual,,,"*Tipo:* verificación manual

*Estado verificado:* mapeo corregido contra la doc ({{lib/payments/normalize.ts}}), nunca probado con un evento real.

*Qué hay que hacer:* compra de prueba, suscripción con y sin {{auto_expire_after_x_periods}}, reembolso; confirmar {{processed}} y montos.

*Criterio de aceptación:* Se hizo una compra de prueba, una suscripción con y otra sin auto_expire_after_x_periods, y un reembolso, siguiendo el bloque V3 de verificacion-manual.md, y el resultado quedó anotado: los eventos quedan en 'processed' (la suscripción indefinida de Commas, en 'unmapped') y los montos coinciden con el panel del proveedor; si algo falló, se abrió un ítem nuevo

*Dónde:* {{apps/web/lib/payments/normalize.ts}}, {{docs/archivo/PLAN_VERIFICACION.md}} §3.

Fuente: PENDIENTES.md [EMBUDOS-PAGOS-VERIFICAR] · Doc del área: docs/areas/embudos.md",EMBUDOS-PAGOS-VERIFICAR,Embudos y Lanzamientos,P1,verificación manual
[EMBUDOS-SYNC-PROGRAMADO] Registrantes de WebinarJam y catálogos sólo se actualizan a mano,Story,High,embudos,p1,feature,deuda-tecnica,,"*Tipo:* feature / deuda técnica

*Estado verificado:* {{syncWebinarJamRegistrantsForOrg}} sólo se llama desde {{app/webinarjam/actions.ts}}; no hay cron en {{apps/web/vercel.json}} para WebinarJam, VTurb (players), Hyros (cuentas) ni pipelines de GHL. Los conteos de webinar del embudo quedan congelados en el último click de ""sincronizar"". El cron {{ghl-sync}} sólo trae citas.

*Qué hay que hacer:* agregar un cron (p. ej. cada 6 h) que sincronice registrantes de WebinarJam y, diario, los catálogos; respetar las cuotas (WebinarJam 20 req/s).

*Criterio de aceptación:* Hay un cron en vercel.json que sincroniza los registrantes de WebinarJam varias veces por día (por ejemplo, cada 6 horas) y otro diario que sincroniza los catálogos de WebinarJam, VTurb, Hyros y los pipelines de GHL; sin tocar ningún botón, el conteo de registrantes de un embudo Webinar se actualiza después de la corrida del cron; el cron exige CRON_SECRET y responde 401 sin él

*Dónde:* {{apps/web/vercel.json}}, nuevo {{app/api/cron/*}}, {{lib/webinarjam/sync.ts}}.

Fuente: PENDIENTES.md [EMBUDOS-SYNC-PROGRAMADO] · Doc del área: docs/areas/embudos.md",EMBUDOS-SYNC-PROGRAMADO,Embudos y Lanzamientos,P1,feature / deuda técnica
[PERMISOS-SERVER-ACTIONS/agente-ia] (parte IA) El agente lee todos los módulos sin mirar permisos,Bug,High,agente-ia,p1,seguridad,permisos-transversal,,"*Tipo:* seguridad

*Parte de:* {{[PERMISOS-SERVER-ACTIONS]}} (ítem transversal en Plataforma). Acá, lo específico del área.

*Estado verificado:* {{lib/agent/data-reader-handlers.ts}} y {{agent-tool-handler.ts}} no consultan {{getCurrentUserPermissions}}; sólo RLS por org. Un miembro con permiso {{agent}} y sin {{finance}} obtiene finanzas con {{get_finance_summary}}, clientes con {{get_clients_data}}, etc. {{saveClaudeApiKeyAction}} ({{app/settings/actions.ts:438}}) tampoco exige founder. Además {{getRecentOrgMessages}} mete en el prompt 20 mensajes de conversaciones de *otros* usuarios de la org.

*Qué hay que hacer:* filtrar {{AGENT_CHAT_TOOLS}} según los módulos del rol antes de mandarlas a Claude (y rechazar en el handler); limitar {{getRecentOrgMessages}} al usuario actual; exigir founder en {{saveClaudeApiKeyAction}}/{{removeClaudeApiKeyAction}}.

*Criterio de aceptación:* Un miembro con permiso 'agent' y sin 'finance' ni 'clients' pregunta en /agent por facturación y por clientes: el agente no devuelve esos datos (las tools de esos módulos no se le ofrecen y el handler las rechaza); el mismo miembro no ve en las respuestas fragmentos de conversaciones de otros usuarios de la org; un no-founder que invoca saveClaudeApiKeyAction o removeClaudeApiKeyAction recibe un error y la clave no cambia

*Dónde:* {{apps/web/lib/agent/stream-agent-message.ts}}, {{lib/agent/agent-tool-handler.ts}}, {{app/settings/actions.ts}}.

Fuente: PENDIENTES.md [PERMISOS-SERVER-ACTIONS/agente-ia] · Doc del área: docs/areas/agente-ia.md",PERMISOS-SERVER-ACTIONS/agente-ia,Agente de negocio e IA,P1,seguridad
[REPORTES-MENSUAL-MES-EQUIVOCADO] (nuevo) El reporte mensual mira el mes que empieza,Bug,High,agente-ia,p1,bug,,,"*Tipo:* bug

*Estado verificado:* el cron corre {{0 13 1 * *}}; {{monthBounds()}} en {{lib/executive-reports/generate-monthly.ts:30}} usa {{new Date()}} → mes en curso (el que empieza ese día). Busca semanales con {{period_start}} en ese mes: el día 1 casi nunca hay ninguno, así que se saltea (""sin reportes semanales en …""). Si hay uno (día 1 lunes), el reporte se titula con el mes nuevo.

*Qué hay que hacer:* usar el mes anterior ({{monthBounds(fecha del último día del mes previo)}}) y agregar un test. Verificar en prod cuántas filas {{period = 'monthly'}} hay.

*Criterio de aceptación:* Con el cron corriendo el día 1 de un mes, el reporte mensual toma el mes anterior (period_start/period_end y título del mes cerrado) y agrupa los semanales de ese mes; hay un test unitario de monthBounds con ese caso; se anotó cuántas filas period='monthly' había en prod

*Dónde:* {{apps/web/lib/executive-reports/generate-monthly.ts}}.

Fuente: PENDIENTES.md [REPORTES-MENSUAL-MES-EQUIVOCADO] · Doc del área: docs/areas/agente-ia.md",REPORTES-MENSUAL-MES-EQUIVOCADO,Agente de negocio e IA,P1,bug
[INTELIGENCIA-FUENTES-LEGACY] (nuevo) Inteligencia y reportes leen tablas legacy,Bug,High,agente-ia,p1,bug,,,"*Tipo:* bug

*Estado verificado:* {{lib/intelligence/collect-context.ts}} lee {{conversations}} (líneas 128 y 186; 0 filas en prod) y {{content_assets}} (línea 209; 6 filas) en vez de {{sales_leads}} (1252) y {{content_pieces}} (150). {{lib/intelligence/memory-chunks.ts}} también usa {{content_assets}}, y el tono del founder ({{lib/founder-tone/collect-sources.ts}}) también. Los reportes y el snapshot ven marketing y DMs vacíos.

*Qué hay que hacer:* pasar a {{sales_leads}} y {{content_pieces}} (métricas vía {{content_pieces.metrics}}), revisar {{hasMeaningfulData}}.

*Criterio de aceptación:* Para una org con leads en sales_leads y piezas en content_pieces, el snapshot de inteligencia y un reporte ejecutivo generados muestran datos de DMs/leads y de marketing (no vacíos); collect-context y memory-chunks ya no leen conversations ni content_assets

*Dónde:* {{apps/web/lib/intelligence/collect-context.ts}}, {{lib/intelligence/memory-chunks.ts}}, {{lib/executive-reports/compute-departments.ts}}, {{lib/founder-tone/collect-sources.ts}}.

Fuente: PENDIENTES.md [INTELIGENCIA-FUENTES-LEGACY] · Doc del área: docs/areas/agente-ia.md",INTELIGENCIA-FUENTES-LEGACY,Agente de negocio e IA,P1,bug
[AGENTE-SIN-FALLBACK-CLAVE] (nuevo) El agente SSE no cae a la clave global,Bug,High,agente-ia,p1,bug,,,"*Tipo:* bug

*Estado verificado:* {{streamClaudeAgent}} ({{lib/agent/stream-claude-agent.ts:204}}) usa {{resolveCredentialForOrg}} directo y ante un error lanza {{mapAnthropicCallError}}, sin el reintento con la global ni {{marcarClaveDeOrgComoRechazada}} que tiene {{executeWithCredentialFallback}}. Una clave que vence entre validaciones rompe el chat.

*Qué hay que hacer:* extraer el fallback a una función reusable y aplicarla al stream (reintentar sólo si el 401 llega antes de emitir deltas).

*Criterio de aceptación:* Con una clave de org marcada 'valid' pero revocada en Anthropic, un mensaje en /agent responde igual usando la clave global y claude_api_key_status de la org pasa a 'invalid'; si el error llega después de haber empezado a mostrar texto, no se reintenta ni se duplica la respuesta; hay un test que cubre el reintento del stream

*Dónde:* {{apps/web/lib/agent/stream-claude-agent.ts}}, {{lib/ai/anthropic.ts}}.

Fuente: PENDIENTES.md [AGENTE-SIN-FALLBACK-CLAVE] · Doc del área: docs/areas/agente-ia.md",AGENTE-SIN-FALLBACK-CLAVE,Agente de negocio e IA,P1,bug
[IA-CLAVES-INVALIDAS] Organizaciones con clave vencida que gastan la global,Task,High,agente-ia,p1,decision-de-negocio,,,"*Tipo:* decisión de negocio

*Estado verificado:* el fallback a la global está implementado ({{lib/ai/anthropic.ts}}); la marca {{invalid}} se escribe. Queda avisar a las orgs.

*Qué hay que hacer:* listar orgs con {{claude_api_key_status = 'invalid'}} y contactarlas; decidir si una org con clave inválida puede seguir consumiendo la clave de Limitless indefinidamente.

*Criterio de aceptación:* Agustín decidió si una org con clave inválida puede seguir usando la clave de Limitless indefinidamente (o hasta cuándo) y la decisión quedó registrada en PENDIENTES.md / docs/areas/agente-ia.md; se listaron las orgs con claude_api_key_status='invalid' y se las contactó

*Dónde:* {{organizations}}, logs {{[anthropic] La clave propia …}}.

Fuente: PENDIENTES.md [IA-CLAVES-INVALIDAS] · Doc del área: docs/areas/agente-ia.md",IA-CLAVES-INVALIDAS,Agente de negocio e IA,P1,decisión de negocio
[IA-CLAVE-DE-CLIENTE-EN-SUPERADMIN] (nuevo) Super-admin usa la clave de una org cliente,Bug,High,agente-ia,p1,seguridad,,,"*Tipo:* seguridad

*Estado verificado:* {{resolveSuperAdminAnthropicClient}} ({{app/super-admin/actions.ts:806-830}}) cae a la clave BYOK de la org {{46cce98c-…}} (""Optimiza tu Control"") si falta la global, para el Batch API del cerebro. Se factura a un cliente trabajo de plataforma. No registra {{token_usage}}.

*Qué hay que hacer:* usar sólo la global y fallar si no está; registrar el costo en {{token_usage}} con una org de plataforma o una tabla aparte.

*Criterio de aceptación:* Sin ANTHROPIC_API_KEY global, la generación de resúmenes del cerebro global en super-admin falla con un error claro y no usa la clave de ninguna org cliente; con la global cargada, cada batch deja registro de su costo en token_usage (u otra tabla de plataforma), no a nombre de un cliente

*Dónde:* {{apps/web/app/super-admin/actions.ts}}.

Fuente: PENDIENTES.md [IA-CLAVE-DE-CLIENTE-EN-SUPERADMIN] · Doc del área: docs/areas/agente-ia.md",IA-CLAVE-DE-CLIENTE-EN-SUPERADMIN,Agente de negocio e IA,P1,seguridad
[AUDITORIA-ABIERTOS §3.6] Prompt injection: huecos restantes del área,Bug,High,agente-ia,p1,seguridad,,,"*Tipo:* seguridad

*Estado verificado:* {{wrapUntrustedContent}} ({{lib/ai/wrap-untrusted-content.ts}}) no escapa {{</label>}}. Sin envolver: resultados de tools del agente ({{agent-tool-handler.ts}} devuelve JSON crudo con nombres, notas, transcripciones), {{pageContext}} ({{lib/agent/page-context.ts}}) y el bloque {{org:tone}} del JIT ({{jit-context.ts:160}}), que es texto generado por Claude a partir de transcripts. El texto del modelo puede disparar {{[ACTION:CREATE_SOP]}}.

*Qué hay que hacer:* escapar el tag de cierre en el wrapper; envolver {{tool_result}} y {{pageContext}}; envolver el tono.

*Criterio de aceptación:* Un documento o dato que contiene el tag de cierre del wrapper no puede salirse del bloque envuelto (hay un test de wrapUntrustedContent con ese caso); los resultados de tools, el pageContext y el bloque de tono llegan a Claude envueltos como contenido no confiable; un documento en la base de conocimiento con el texto '[ACTION:CREATE_SOP:{...}]' no crea un SOP al consultarlo desde el agente

*Dónde:* {{apps/web/lib/ai/wrap-untrusted-content.ts}}, {{lib/agent/*}}.

Fuente: PENDIENTES.md [AUDITORIA-ABIERTOS §3.6] · Doc del área: docs/areas/agente-ia.md",AUDITORIA-ABIERTOS §3.6,Agente de negocio e IA,P1,seguridad
[REPORTES-PULSO-DIARIO] Revisar la salida real del pulso diario,Task,High,agente-ia,p1,verificacion-manual,,,"*Tipo:* verificación manual

*Estado verificado:* cron {{0 11 * * *}} y generador existen ({{lib/executive-reports/generate-daily.ts}}). Nada en CHANGES dice que se revisó una salida real. Agravante: el pulso recibe los datos de 14 días ({{PERIOD_DAYS = 14}} en {{collect-context.ts}}); sólo los estados por departamento usan 1 día.

*Qué hay que hacer:* leer 3–5 pulsos reales; si inflan riesgos, ajustar el prompt y la ventana (ver {{[REPORTES-VENTANA-FIJA]}}).

*Criterio de aceptación:* Se ejecutó el paso 5 de verificacion-manual.md § Agente de negocio e IA leyendo 3–5 pulsos diarios reales contra lo que pasó ese día y el resultado quedó anotado; si inflan riesgos o hablan de la última quincena, se ajustó el prompt/ventana o se abrió un ítem nuevo

*Dónde:* {{executive_reports where period='daily'}}, {{lib/executive-reports/generate-daily.ts}}.

Fuente: PENDIENTES.md [REPORTES-PULSO-DIARIO] · Doc del área: docs/areas/agente-ia.md",REPORTES-PULSO-DIARIO,Agente de negocio e IA,P1,verificación manual
[PERMISOS-SERVER-ACTIONS/ops-fin-prod] Las actions y la RLS de estas áreas no miran el rol [transversal],Bug,High,ops-fin-prod,p1,seguridad,permisos-transversal,,"*Tipo:* seguridad

*Parte de:* {{[PERMISOS-SERVER-ACTIONS]}} (ítem transversal en Plataforma). Acá, lo específico del área.

*Estado verificado:* sigue abierto como dice PENDIENTES. Específico de estas áreas: {{app/finance/actions.ts}} (gastos, suscripciones, compensación, liquidación: sólo {{requireOrganizationId}}; plataformas sí piden founder), {{app/product/actions.ts}} (ningún chequeo; {{canEdit}} siempre {{true}}), {{app/workboard/*}}, {{app/sops/*}}, {{app/operations/actions.ts}} ({{generateWeeklyReportAction}} gasta IA con cualquier miembro). Además el nivel {{view}} *no se aplica en ningún lado*: {{app/(platform)/layout.tsx}} sólo compara contra {{none}}, y no hay otro uso de {{""view""}} en componentes ni actions.

*Qué hay que hacer:* helper {{requireModuleAccess(moduleId, ""full"")}} sobre {{requireOrganizationId()}} y aplicarlo primero a Finanzas y Equipo; decidir si {{view}} significa ""no puede editar"" y ocultar controles.

*Criterio de aceptación:* Con un rol que tiene Finanzas o Equipo en ""Sin acceso"", invocar una Server Action de gastos, compensación, liquidación o equipo desde la consola devuelve error y no escribe nada; con Finanzas en ""Ver"", intentar editar un gasto falla y los controles de edición no se muestran; hay un test del helper de acceso por módulo con los niveles none, view y full

*Dónde:* {{apps/web/lib/auth/get-current-permissions.ts}}, las actions citadas.

Fuente: PENDIENTES.md [PERMISOS-SERVER-ACTIONS/ops-fin-prod] · Doc del área: docs/areas/operaciones.md",PERMISOS-SERVER-ACTIONS/ops-fin-prod,"Operaciones, Finanzas y Producto",P1,seguridad
[EQUIPO-CUSTOM-ROLE-ORG] customRoleId no se valida contra la organización [Operaciones y equipo],Bug,High,ops-fin-prod,p1,seguridad,,,"*Tipo:* seguridad

*Estado verificado:* {{inviteTeamMemberAction}} inserta {{custom_role_id: customRoleId}} con admin client sin comprobar que el rol sea de la org; {{updateMemberRoleAction}} tampoco (ahí la RLS de {{profiles}} no mira el FK). Mencionado en {{docs/historial/AUDITORIA_BACKEND_2026-09-22.md}} §3.5.

*Qué hay que hacer:* antes de escribir, {{select id from team_roles where id = $1 and organization_id = $org}}.

*Criterio de aceptación:* Invitar un miembro o cambiarle el rol con un customRoleId de otra organización devuelve error y no crea ni modifica el perfil; con un rol de la propia organización sigue funcionando; hay un test que cubre ambos casos

*Dónde:* {{apps/web/app/team/actions.ts}}.

Fuente: PENDIENTES.md [EQUIPO-CUSTOM-ROLE-ORG] · Doc del área: docs/areas/operaciones.md",EQUIPO-CUSTOM-ROLE-ORG,"Operaciones, Finanzas y Producto",P1,seguridad
"[WORKBOARD-ASIGNACION-AGENTE] El agente, Fathom y ""mandar al tablero"" no mantienen assignee_ids [Operaciones y equipo]",Bug,High,ops-fin-prod,p1,bug,,,"*Tipo:* bug

*Estado verificado:* {{app/agent/workboard-actions.ts}} ({{createWorkboardTasksAction}}, {{updateWorkboardTaskAction}}) escribe sólo {{assignee_id}}. El mapper ({{lib/workboard/mapper.ts}}) prefiere {{assignee_ids}} cuando no está vacío: si el agente reasigna una tarea que ya tenía lista, el cambio no se ve. Tampoco setea {{completed_by/at}} al pasar a {{done}}.

*Qué hay que hacer:* que los dos caminos compartan la normalización ({{normalizarResponsables}}) y la lógica de cierre; idealmente una sola función de escritura.

*Criterio de aceptación:* Pedirle al agente que reasigne una tarea que ya tenía dos responsables hace que la tarjeta muestre al nuevo responsable; una tarea que el agente, Fathom o ""mandar al tablero"" pasa a Hecho queda con completed_by y completed_at cargados; hay un test de la función de escritura compartida

*Dónde:* {{apps/web/app/agent/workboard-actions.ts}}, {{apps/web/app/workboard/actions.ts}}.

Fuente: PENDIENTES.md [WORKBOARD-ASIGNACION-AGENTE] · Doc del área: docs/areas/operaciones.md",WORKBOARD-ASIGNACION-AGENTE,"Operaciones, Finanzas y Producto",P1,bug
[D-SOPS-VIDEO-NUNCA-CORRIO] Probar el flujo entero de SOP desde video [Operaciones y equipo],Task,High,ops-fin-prod,p1,verificacion-manual,,,"*Tipo:* verificación manual

*Estado verificado:* CHANGES no registra ninguna corrida. En producción hay *1 fila* en {{sop_generation_jobs}} (no se leyó su estado): alguien lo intentó al menos una vez. Riesgos del código: ffmpeg en la lambda, {{maxDuration = 800}}, {{ESTIMATED_BYTES_PER_SECOND}} estimado, calidad del prompt.

*Qué hay que hacer:* correr el bloque de verificación (ver {{docs/operacion/verificacion-manual.md}} § Operaciones, Finanzas y Producto (1)) y mirar el estado/{{error}} de ese job.

*Criterio de aceptación:* Se ejecutó el bloque 1 (SOP desde un video) de verificacion-manual.md con cuenta real, incluido el estado y error de la fila existente en sop_generation_jobs, y el resultado quedó anotado; si falló, se abrió un ítem nuevo

*Dónde:* {{apps/web/app/api/queue/process-sop-video/route.ts}}, {{apps/web/lib/sops/*}}.

Fuente: PENDIENTES.md [D-SOPS-VIDEO-NUNCA-CORRIO] · Doc del área: docs/areas/operaciones.md",D-SOPS-VIDEO-NUNCA-CORRIO,"Operaciones, Finanzas y Producto",P1,verificación manual
[OPS-SOP-VIDEO-MEMORIA] El worker mete el video entero en memoria y en /tmp [Operaciones y equipo],Bug,High,ops-fin-prod,p1,bug,,,"*Tipo:* bug

*Estado verificado:* {{process-sop-video/route.ts}} hace {{Buffer.from(await file.arrayBuffer())}} y {{writeFile}} en {{tmpdir()}}; el bucket acepta hasta 1 GB ({{20260903110000}}) y el límite de subida es {{SOP_VIDEO_MAX_BYTES}} (env). {{/tmp}} de Vercel es de 512 MB y la memoria de la lambda es finita: un Loom grande falla antes de ffmpeg. {{probeDurationSeconds}} decodifica el video completo ({{-f null -}}) sólo para leer la duración. Si la duración sale 0, {{computeAudioChunks(0)}} manda todo el audio en un pedido (límite de 25 MB de Whisper).

*Qué hay que hacer:* bajar por stream a disco (o pasar a ffmpeg una URL firmada como input), leer la duración con {{-i}} sin decodificar, y alinear {{SOP_VIDEO_MAX_BYTES}} con lo que la lambda aguanta. Si la duración no se puede leer, fallar con mensaje en vez de mandar un solo pedido.

*Criterio de aceptación:* Un video del tamaño máximo permitido por SOP_VIDEO_MAX_BYTES (y uno de ~1 h) termina en ready sin error de memoria ni de espacio en /tmp; un video cuya duración no se puede leer termina en failed con un mensaje claro en vez de mandar todo el audio en un solo pedido a Whisper

*Dónde:* {{apps/web/app/api/queue/process-sop-video/route.ts}}, {{apps/web/lib/sops/constants.ts}}.

Fuente: PENDIENTES.md [OPS-SOP-VIDEO-MEMORIA] · Doc del área: docs/areas/operaciones.md",OPS-SOP-VIDEO-MEMORIA,"Operaciones, Finanzas y Producto",P1,bug
[CLICKUP-MONTOS] El import de ClickUp lee mal los montos [Clientes / Integraciones],Bug,High,ops-fin-prod,p1,bug,,,"*Tipo:* bug

*Estado verificado:* {{coerceFieldValue}} en {{app/integrations/clickup/import-actions.ts:218}}: {{parseFloat(s.replace(/[^0-9.,]/g, """").replace("","", "".""))}} → {{""1.500""}} da 1,5 y {{""$2,500.00""}} da 2,5. Listado en {{AUDITORIA_BACKEND}} §3 ""Dinero y datos"". El importador crea {{clients}}, no tareas.

*Qué hay que hacer:* reusar el parser de montos que se arregle para el Excel (o uno común con tests para formatos es-AR y en-US) y no importar un monto ambiguo.

*Criterio de aceptación:* Importar desde ClickUp montos ""1.500"" (es-AR) y ""$2,500.00"" (en-US) guarda 1500 y 2500; un monto ambiguo no se importa y queda informado en el resultado del import; hay un test unitario del parser con esos formatos

*Dónde:* {{apps/web/app/integrations/clickup/import-actions.ts}}.

Fuente: PENDIENTES.md [CLICKUP-MONTOS] · Doc del área: docs/areas/operaciones.md",CLICKUP-MONTOS,"Operaciones, Finanzas y Producto",P1,bug
